Order ID,Customer ID,Order Date,Category,Region,Sales Amount
ORD_000092,CUST_0012,2024-09-17,Grocery,South,12246.64
ORD_000093,CUST_0012,2023-10-15,Electronics,West,13741.99
ORD_000094,CUST_0012,2024-10-24,Fashion,East,7771.99
ORD_000095,CUST_0012,2024-09-30,Electronics,West,9924.48
ORD_000096,CUST_0012,2023-06-04,Home,South,12038.99
ORD_000097,CUST_0012,2024-05-04,Home,East,5400.93
ORD_000098,CUST_0012,2024-01-21,Home,South,1862.74
ORD_000099,CUST_0012,2023-04-14,Grocery,East,1021.16
ORD_000100,CUST_0012,2024-01-28,Electronics,South,8368.35
ORD_000101,CUST_0012,2023-09-03,Electronics,South,9067.08
ORD_000102,CUST_0013,2023-11-01,Home,West,9531.91
ORD_000103,CUST_0013,2023-02-23,Home,South,1249.38
ORD_000104,CUST_0013,2024-03-19,Home,South,8339.21
ORD_000105,CUST_0013,2024-09-04,Grocery,West,11028.32
ORD_000106,CUST_0013,2023-09-21,Electronics,South,7986.36
ORD_000107,CUST_0013,2023-02-22,Fashion,East,12030.2
ORD_000108,CUST_0013,2024-07-25,Grocery,East,6865.09
ORD_000109,CUST_0014,2023-12-12,Electronics,East,4128.52
ORD_000110,CUST_0014,2024-04-18,Fashion,South,10861.64
ORD_000111,CUST_0014,2023-04-27,Home,North,4559.04
ORD_000112,CUST_0014,2023-05-07,Home,North,11199.51
ORD_000113,CUST_0014,2024-01-28,Grocery,North,9369.95
ORD_000114,CUST_0014,2024-10-02,Grocery,East,4092.1
ORD_000115,CUST_0014,2023-02-27,Home,East,11488.77
ORD_000116,CUST_0014,2024-09-25,Electronics,North,2183.05
ORD_000117,CUST_0015,2023-02-16,Home,North,7365.34
ORD_000118,CUST_0015,2023-04-04,Electronics,South,6790.85
ORD_000119,CUST_0015,2024-03-28,Grocery,South,9429.83
ORD_000120,CUST_0015,2023-07-23,Electronics,West,1156.91
ORD_000121,CUST_0015,2023-08-06,Grocery,South,9574.97
ORD_000122,CUST_0015,2024-04-18,Fashion,West,12919.1
ORD_000123,CUST_0016,2024-05-30,Grocery,West,8844.38
ORD_000124,CUST_0016,2023-01-16,Fashion,East,9827.68
ORD_000125,CUST_0016,2023-12-02,Electronics,North,8411.44
ORD_000126,CUST_0016,2023-09-15,Electronics,West,6098.49
ORD_000127,CUST_0016,2024-05-11,Electronics,West,13627.58
ORD_000128,CUST_0016,2023-06-09,Home,North,1505.74
ORD_000129,CUST_0017,2023-09-10,Grocery,North,10007.98
ORD_000130,CUST_0017,2024-05-13,Electronics,South,10383.4
ORD_000131,CUST_0017,2023-02-04,Fashion,South,4280.07
ORD_000132,CUST_0018,2023-07-15,Electronics,North,14529.92
ORD_000133,CUST_0018,2024-05-15,Home,South,6640.33
ORD_000134,CUST_0018,2024-09-17,Home,West,8850.91
ORD_000135,CUST_0018,2024-05-07,Grocery,West,2351.5
ORD_000136,CUST_0018,2023-03-16,Electronics,East,8917.89
ORD_000137,CUST_0018,2024-02-17,Grocery,South,8647.07
ORD_000138,CUST_0018,2024-01-11,Home,North,10357.75
ORD_000139,CUST_0018,2024-02-24,Grocery,North,3954.42
ORD_000140,CUST_0019,2023-03-03,Home,North,5140.72
ORD_000141,CUST_0019,2024-08-18,Grocery,East,6143.42
ORD_000142,CUST_0020,2024-03-20,Electronics,West,10251.52
ORD_000143,CUST_0020,2023-08-21,Home,North,11977.9
ORD_000144,CUST_0020,2023-03-17,Electronics,East,1822.49
ORD_000145,CUST_0020,2023-09-22,Fashion,South,1334.6
ORD_000146,CUST_0020,2024-03-30,Grocery,South,6902.19
ORD_000147,CUST_0020,2024-01-19,Grocery,North,5588.27
ORD_000148,CUST_0020,2024-07-17,Fashion,East,2573.38
ORD_000149,CUST_0020,2024-05-20,Fashion,South,9464.16
ORD_000150,CUST_0020,2024-01-02,Electronics,South,1719.55
ORD_000151,CUST_0020,2023-05-24,Electronics,West,1555.06
ORD_000152,CUST_0020,2023-03-10,Fashion,East,10740.51
ORD_000153,CUST_0020,2023-04-09,Electronics,North,1730.15
ORD_000154,CUST_0020,2024-01-31,Grocery,West,5926.93
ORD_000155,CUST_0021,2023-12-08,Electronics,East,13661.56
ORD_000156,CUST_0021,2024-05-14,Electronics,West,5578.16
ORD_000157,CUST_0022,2024-02-19,Fashion,West,2222.86
ORD_000158,CUST_0022,2024-03-20,Electronics,East,9913.55
ORD_000159,CUST_0022,2023-07-01,Electronics,East,8958.85
ORD_000160,CUST_0022,2023-06-16,Fashion,North,5935.62
ORD_000161,CUST_0022,2023-04-01,Electronics,North,13094.69
ORD_000162,CUST_0022,2024-06-14,Fashion,North,14466.73
ORD_000163,CUST_0022,2023-02-08,Home,North,14563.24
ORD_000164,CUST_0022,2023-05-06,Electronics,East,13421.58
ORD_000165,CUST_0022,2024-03-26,Fashion,North,14897.99
ORD_000166,CUST_0022,2023-06-22,Electronics,West,8530.89
ORD_000167,CUST_0022,2024-10-14,Home,North,8084.92
ORD_000168,CUST_0022,2023-08-08,Electronics,North,10588.36
ORD_000169,CUST_0022,2024-09-29,Grocery,North,9599.59
ORD_000170,CUST_0023,2023-09-16,Home,North,4522.03
ORD_000171,CUST_0023,2024-10-17,Home,West,7223.63
ORD_000172,CUST_0023,2024-04-15,Fashion,West,8963.01
ORD_000173,CUST_0023,2023-01-12,Home,North,14628.72
ORD_000174,CUST_0023,2023-11-26,Home,East,10623.34
ORD_000175,CUST_0023,2023-12-24,Electronics,North,4988.15
ORD_000176,CUST_0023,2024-02-12,Home,North,10428.6
ORD_000177,CUST_0024,2024-07-11,Fashion,West,14786.65
ORD_000178,CUST_0024,2024-06-30,Grocery,North,11368.89
ORD_000179,CUST_0024,2023-09-10,Electronics,South,12522.88
ORD_000180,CUST_0024,2024-01-25,Electronics,North,1420.92
ORD_000181,CUST_0024,2024-08-16,Electronics,East,2440.86
ORD_000182,CUST_0024,2023-09-13,Electronics,West,1592.71
ORD_000183,CUST_0024,2024-03-25,Home,North,8248.02
ORD_000184,CUST_0024,2023-01-10,Electronics,South,13740.9
ORD_000185,CUST_0024,2023-08-30,Grocery,North,11028.75
ORD_000186,CUST_0024,2023-09-08,Fashion,South,5978.83
ORD_000187,CUST_0024,2023-01-05,Electronics,South,3473.16
ORD_000188,CUST_0024,2023-04-29,Electronics,East,4483.61
ORD_000189,CUST_0024,2024-01-09,Home,South,13234.2
ORD_000190,CUST_0024,2023-03-06,Home,West,1180.0
ORD_000191,CUST_0025,2024-07-04,Electronics,South,13211.48
ORD_000192,CUST_0025,2023-06-03,Electronics,North,2443.22
ORD_000193,CUST_0025,2023-09-07,Grocery,East,11449.49
ORD_000194,CUST_0025,2024-03-13,Electronics,South,10709.16
ORD_000195,CUST_0025,2023-04-28,Grocery,East,2477.39
ORD_000196,CUST_0025,2023-11-02,Home,South,5583.52
ORD_000197,CUST_0025,2023-09-25,Fashion,South,6187.54
ORD_000198,CUST_0025,2023-02-23,Grocery,East,13610.3
ORD_000199,CUST_0025,2023-08-24,Home,North,7952.85
ORD_000200,CUST_0026,2023-12-01,Fashion,North,4244.54
ORD_000201,CUST_0026,2024-06-25,Home,North,14710.47
ORD_000202,CUST_0026,2023-04-16,Electronics,South,5266.9
ORD_000203,CUST_0026,2024-07-16,Grocery,East,3982.11
ORD_000204,CUST_0026,2023-03-22,Grocery,East,2368.76
ORD_000205,CUST_0026,2023-05-13,Grocery,West,2702.59
ORD_000206,CUST_0026,2023-05-18,Fashion,West,9792.68
ORD_000207,CUST_0026,2023-07-03,Home,West,5512.18
ORD_000208,CUST_0026,2024-02-05,Grocery,West,7372.44
ORD_000209,CUST_0027,2023-03-02,Fashion,South,2366.85
ORD_000210,CUST_0027,2024-09-25,Fashion,North,5162.95
ORD_000211,CUST_0027,2023-02-20,Fashion,North,7476.61
ORD_000212,CUST_0027,2024-02-07,Fashion,East,7919.03
ORD_000213,CUST_0027,2023-01-05,Grocery,East,5970.65
ORD_000214,CUST_0027,2024-04-10,Electronics,South,13090.37
ORD_000215,CUST_0027,2024-08-26,Home,North,9160.53
ORD_000216,CUST_0027,2024-06-17,Home,East,8280.56
ORD_000217,CUST_0027,2024-02-09,Home,South,3923.69
ORD_000218,CUST_0027,2024-05-27,Home,East,8203.35
ORD_000219,CUST_0027,2024-10-06,Fashion,North,1403.95
ORD_000220,CUST_0027,2023-08-21,Grocery,West,2430.2
ORD_000221,CUST_0027,2024-06-07,Grocery,East,12744.39
ORD_000222,CUST_0027,2023-12-12,Grocery,East,941.85
ORD_000223,CUST_0028,2024-05-20,Electronics,East,5970.62
ORD_000224,CUST_0028,2023-01-15,Fashion,East,5170.15
ORD_000225,CUST_0028,2023-07-11,Grocery,South,5248.71
ORD_000226,CUST_0029,2024-06-20,Grocery,South,9009.2
ORD_000227,CUST_0029,2023-05-25,Home,West,6759.06
ORD_000228,CUST_0029,2024-06-08,Grocery,South,4614.75
ORD_000229,CUST_0029,2023-07-31,Fashion,West,9865.8
ORD_000230,CUST_0029,2023-01-25,Fashion,East,5663.4
ORD_000231,CUST_0029,2024-08-02,Electronics,South,9283.73
ORD_000232,CUST_0029,2024-01-29,Electronics,North,1975.85
ORD_000233,CUST_0029,2023-03-08,Fashion,South,4066.39
ORD_000234,CUST_0029,2023-08-21,Home,South,3205.22
ORD_000235,CUST_0029,2023-04-19,Fashion,South,3013.92
ORD_000236,CUST_0029,2023-05-26,Grocery,North,1663.39
ORD_000237,CUST_0029,2023-04-21,Grocery,East,6450.75
ORD_000238,CUST_0029,2023-08-16,Home,West,2124.56
ORD_000239,CUST_0030,2024-04-12,Grocery,South,14638.47
ORD_000240,CUST_0030,2023-03-16,Fashion,West,10981.99
ORD_000241,CUST_0030,2023-01-04,Fashion,North,10917.63
ORD_000242,CUST_0031,2024-01-27,Home,East,10754.84
ORD_000243,CUST_0031,2023-01-26,Fashion,West,1765.71
ORD_000244,CUST_0031,2024-03-10,Fashion,East,14014.21
ORD_000245,CUST_0031,2023-06-22,Electronics,East,9111.3
ORD_000246,CUST_0031,2023-10-27,Fashion,South,7086.89
ORD_000247,CUST_0031,2024-10-06,Electronics,East,8459.37
ORD_000248,CUST_0031,2023-11-22,Fashion,North,10426.29
ORD_000249,CUST_0031,2024-02-14,Home,North,2512.96
ORD_000250,CUST_0031,2023-04-28,Electronics,North,2192.09
ORD_000251,CUST_0031,2023-08-13,Grocery,West,9288.48
ORD_000252,CUST_0031,2024-06-15,Grocery,South,2047.14
ORD_000253,CUST_0031,2023-04-23,Electronics,South,11316.63
ORD_000254,CUST_0032,2023-11-30,Electronics,South,3127.88
ORD_000255,CUST_0032,2024-01-11,Grocery,North,11246.25
ORD_000256,CUST_0032,2024-04-03,Fashion,West,12706.52
ORD_000257,CUST_0033,2023-08-17,Home,North,13219.41
ORD_000258,CUST_0033,2023-09-27,Electronics,South,12340.69
ORD_000259,CUST_0033,2023-10-18,Grocery,West,5965.69
ORD_000260,CUST_0033,2023-06-14,Grocery,North,4869.98
ORD_000261,CUST_0033,2023-01-05,Grocery,East,7789.45
ORD_000262,CUST_0033,2024-01-14,Electronics,North,13543.83
ORD_000263,CUST_0033,2023-03-19,Grocery,South,8381.52
ORD_000264,CUST_0033,2024-02-14,Home,West,9551.45
ORD_000265,CUST_0033,2024-07-27,Grocery,South,14127.57
ORD_000266,CUST_0034,2023-06-28,Home,South,13461.44
ORD_000267,CUST_0034,2024-07-07,Home,North,2699.29
ORD_000268,CUST_0034,2024-03-23,Electronics,North,4103.09
ORD_000269,CUST_0034,2024-05-14,Grocery,North,986.22
ORD_000270,CUST_0034,2023-01-15,Fashion,South,11555.65
ORD_000271,CUST_0034,2024-09-14,Grocery,South,5460.19
ORD_000272,CUST_0034,2024-10-30,Fashion,North,2104.16
ORD_000273,CUST_0034,2023-10-16,Home,North,2348.59
ORD_000274,CUST_0035,2023-01-15,Grocery,East,10562.25
ORD_000275,CUST_0035,2023-06-06,Home,South,4151.09
ORD_000276,CUST_0035,2024-10-09,Electronics,West,3133.17
ORD_000277,CUST_0035,2023-09-18,Fashion,West,8959.18
ORD_000278,CUST_0035,2023-06-06,Home,East,7199.08
ORD_000279,CUST_0035,2023-02-16,Fashion,East,2723.6
ORD_000280,CUST_0035,2023-11-20,Electronics,West,7835.39
ORD_000281,CUST_0035,2023-05-10,Electronics,North,762.6
ORD_000282,CUST_0035,2024-02-15,Home,East,14015.72
ORD_000283,CUST_0036,2023-11-20,Grocery,South,1499.36
ORD_000284,CUST_0036,2023-05-13,Grocery,North,2011.58
ORD_000285,CUST_0036,2023-05-07,Electronics,South,13704.95
ORD_000286,CUST_0036,2023-04-16,Electronics,South,3920.64
ORD_000287,CUST_0036,2024-08-26,Fashion,South,3201.65
ORD_000288,CUST_0037,2023-01-01,Home,North,567.16
ORD_000289,CUST_0037,2024-07-20,Electronics,East,6273.45
ORD_000290,CUST_0037,2024-01-06,Electronics,South,13837.91
ORD_000291,CUST_0037,2024-10-22,Fashion,East,5530.82
ORD_000292,CUST_0037,2024-03-06,Fashion,East,7057.16
ORD_000293,CUST_0037,2023-11-05,Grocery,East,7060.37
ORD_000294,CUST_0037,2023-05-17,Grocery,South,3057.61
ORD_000295,CUST_0037,2023-07-21,Grocery,West,6574.42
ORD_000296,CUST_0038,2023-06-10,Grocery,North,14435.52
ORD_000297,CUST_0038,2023-06-26,Electronics,West,6512.05
ORD_000298,CUST_0038,2023-10-12,Home,East,14954.68
ORD_000299,CUST_0038,2023-03-04,Electronics,East,9133.08
ORD_000300,CUST_0038,2024-10-23,Electronics,South,11374.43
ORD_000301,CUST_0038,2024-10-27,Grocery,West,13521.79
ORD_000302,CUST_0038,2023-06-05,Home,South,3264.97
ORD_000303,CUST_0038,2024-04-13,Electronics,North,7344.97
ORD_000304,CUST_0038,2023-02-18,Home,East,1452.78
ORD_000305,CUST_0039,2023-06-24,Fashion,South,8614.78
ORD_000306,CUST_0039,2023-07-13,Grocery,West,3137.96
ORD_000307,CUST_0039,2024-05-16,Electronics,East,14218.67
ORD_000308,CUST_0039,2023-04-23,Home,South,4425.8
ORD_000309,CUST_0040,2024-01-15,Home,West,10881.6
ORD_000310,CUST_0040,2023-03-28,Electronics,West,892.89
ORD_000311,CUST_0040,2023-02-24,Grocery,East,3850.58
ORD_000312,CUST_0041,2023-11-24,Fashion,West,12907.6
ORD_000313,CUST_0041,2023-02-23,Grocery,West,6259.16
ORD_000314,CUST_0041,2023-08-27,Electronics,South,3472.27
ORD_000315,CUST_0041,2023-08-17,Grocery,East,13496.87
ORD_000316,CUST_0041,2024-08-01,Grocery,South,1739.87
ORD_000317,CUST_0041,2023-02-20,Grocery,North,884.72
ORD_000318,CUST_0041,2024-08-31,Electronics,East,8954.1
ORD_000319,CUST_0041,2024-08-26,Home,South,13443.74
ORD_000320,CUST_0041,2023-09-21,Grocery,North,5456.35
ORD_000321,CUST_0041,2024-02-22,Fashion,East,6005.54
ORD_000322,CUST_0041,2023-04-06,Grocery,East,4386.92
ORD_000323,CUST_0041,2023-03-29,Electronics,North,6436.47
ORD_000324,CUST_0042,2023-08-14,Fashion,East,12097.9
ORD_000325,CUST_0042,2023-02-22,Electronics,South,825.8
ORD_000326,CUST_0042,2024-05-14,Fashion,North,8353.7
ORD_000327,CUST_0042,2024-05-20,Electronics,North,4239.37
ORD_000328,CUST_0042,2023-12-30,Fashion,South,12606.49
ORD_000329,CUST_0042,2023-10-07,Home,South,8122.51
ORD_000330,CUST_0042,2024-08-15,Electronics,South,4448.46
ORD_000331,CUST_0042,2023-06-07,Grocery,South,13757.33
ORD_000332,CUST_0042,2024-09-23,Electronics,South,8859.49
ORD_000333,CUST_0042,2023-02-28,Fashion,South,8535.58
ORD_000334,CUST_0043,2024-01-13,Home,North,10143.03
ORD_000335,CUST_0043,2024-08-10,Grocery,South,13758.97
ORD_000336,CUST_0043,2024-08-21,Fashion,North,6055.51
ORD_000337,CUST_0043,2024-09-20,Fashion,South,1181.01
ORD_000338,CUST_0043,2023-12-08,Home,South,11201.49
ORD_000339,CUST_0043,2023-01-27,Grocery,North,9245.71
ORD_000340,CUST_0043,2023-10-14,Fashion,North,6144.79
ORD_000341,CUST_0043,2024-10-07,Home,East,5657.25
ORD_000342,CUST_0043,2023-06-17,Electronics,East,4808.26
ORD_000343,CUST_0043,2024-09-01,Grocery,South,7402.73
ORD_000344,CUST_0044,2024-02-10,Electronics,South,14350.93
ORD_000345,CUST_0044,2023-03-10,Grocery,South,9538.32
ORD_000346,CUST_0044,2023-11-08,Fashion,North,5493.56
ORD_000347,CUST_0044,2023-10-16,Home,North,6485.51
ORD_000348,CUST_0044,2024-07-01,Electronics,East,9175.15
ORD_000349,CUST_0044,2023-05-28,Electronics,East,1601.03
ORD_000350,CUST_0044,2024-04-11,Fashion,North,533.92
ORD_000351,CUST_0044,2023-09-01,Grocery,South,576.18
ORD_000352,CUST_0044,2024-05-05,Home,East,5061.65
ORD_000353,CUST_0045,2023-01-17,Fashion,West,12813.34
ORD_000354,CUST_0045,2023-11-26,Electronics,South,7596.66
ORD_000355,CUST_0045,2024-07-22,Grocery,East,14821.19
ORD_000356,CUST_0045,2024-05-11,Electronics,South,1071.69
ORD_000357,CUST_0045,2023-01-12,Fashion,West,13916.1
ORD_000358,CUST_0045,2023-11-14,Grocery,South,8735.21
ORD_000359,CUST_0045,2024-08-14,Fashion,East,992.22
ORD_000360,CUST_0045,2023-08-04,Electronics,East,4811.56
ORD_000361,CUST_0045,2023-12-05,Home,West,14580.34
ORD_000362,CUST_0045,2024-10-22,Grocery,North,7376.11
ORD_000363,CUST_0045,2023-03-22,Fashion,West,12745.97
ORD_000364,CUST_0045,2024-04-29,Fashion,East,12519.27
ORD_000365,CUST_0046,2024-06-09,Home,East,8629.82
ORD_000366,CUST_0046,2023-06-08,Electronics,South,13332.48
ORD_000367,CUST_0047,2023-07-02,Home,South,6553.84
ORD_000368,CUST_0047,2023-12-30,Grocery,South,14859.95
ORD_000369,CUST_0047,2023-02-08,Grocery,East,3189.36
ORD_000370,CUST_0047,2024-06-10,Fashion,West,14022.55
ORD_000371,CUST_0047,2024-05-11,Grocery,East,637.54
ORD_000372,CUST_0047,2024-05-30,Electronics,South,1783.88
ORD_000373,CUST_0047,2023-12-15,Fashion,North,7456.83
ORD_000374,CUST_0047,2024-02-01,Home,West,4439.46
ORD_000375,CUST_0047,2023-06-10,Electronics,South,1829.64
ORD_000376,CUST_0047,2023-01-16,Grocery,East,8076.53
ORD_000377,CUST_0047,2024-05-07,Electronics,South,548.52
ORD_000378,CUST_0047,2024-03-01,Electronics,South,4806.54
ORD_000379,CUST_0048,2023-11-20,Electronics,West,759.17
ORD_000380,CUST_0048,2023-05-26,Fashion,East,6702.71
ORD_000381,CUST_0048,2023-10-20,Electronics,North,10354.89
ORD_000382,CUST_0049,2023-07-06,Home,West,12648.47
ORD_000383,CUST_0049,2023-03-02,Fashion,North,12544.32
ORD_000384,CUST_0049,2024-01-15,Fashion,South,1180.71
ORD_000385,CUST_0049,2024-03-15,Electronics,South,1032.61
ORD_000386,CUST_0049,2023-11-15,Fashion,East,12479.98
ORD_000387,CUST_0049,2023-10-29,Electronics,North,9631.78
ORD_000388,CUST_0049,2023-12-10,Grocery,North,8014.78
ORD_000389,CUST_0049,2023-01-11,Home,South,8112.96
ORD_000390,CUST_0049,2023-03-03,Grocery,South,7971.09
ORD_000391,CUST_0049,2023-08-14,Fashion,South,14946.87
ORD_000392,CUST_0049,2023-06-02,Grocery,West,7219.02
ORD_000393,CUST_0049,2024-07-17,Electronics,West,11344.14
ORD_000394,CUST_0049,2024-07-24,Electronics,North,13476.36
ORD_000395,CUST_0050,2024-09-01,Electronics,East,14356.95
ORD_000396,CUST_0050,2023-09-24,Home,South,12237.98
ORD_000397,CUST_0050,2024-09-08,Home,North,8487.43
ORD_000398,CUST_0050,2023-11-19,Grocery,South,6422.57
ORD_000399,CUST_0050,2024-09-26,Grocery,South,4266.43
ORD_000400,CUST_0050,2024-06-24,Electronics,West,7690.2
ORD_000401,CUST_0051,2023-02-06,Fashion,North,13644.45
ORD_000402,CUST_0051,2023-11-12,Grocery,West,10100.62
ORD_000403,CUST_0051,2024-08-15,Home,East,13035.15
ORD_000404,CUST_0051,2023-04-24,Electronics,South,8058.27
ORD_000405,CUST_0051,2023-02-09,Home,West,4056.64
ORD_000406,CUST_0051,2023-10-28,Grocery,East,2825.8
ORD_000407,CUST_0051,2023-08-12,Electronics,East,3961.01
ORD_000408,CUST_0052,2023-06-19,Electronics,East,14439.07
ORD_000409,CUST_0052,2023-12-22,Electronics,East,13246.54
ORD_000410,CUST_0052,2023-07-10,Fashion,South,12389.23
ORD_000411,CUST_0052,2024-10-28,Electronics,South,13676.17
ORD_000412,CUST_0052,2024-02-26,Fashion,West,8564.64
ORD_000413,CUST_0052,2023-01-07,Electronics,North,4250.98
ORD_000414,CUST_0053,2023-08-12,Grocery,North,8617.74
ORD_000415,CUST_0053,2024-06-08,Home,East,5962.08
ORD_000416,CUST_0053,2023-02-15,Home,West,12370.85
ORD_000417,CUST_0054,2024-04-11,Home,East,14014.41
ORD_000418,CUST_0054,2024-02-18,Electronics,South,14089.81
ORD_000419,CUST_0054,2024-03-30,Home,West,1483.64
ORD_000420,CUST_0054,2024-08-08,Grocery,West,10768.5
ORD_000421,CUST_0054,2023-08-21,Fashion,North,8941.47
ORD_000422,CUST_0054,2023-08-12,Electronics,South,9503.28
ORD_000423,CUST_0054,2024-02-16,Grocery,South,13137.28
ORD_000424,CUST_0055,2023-08-15,Home,North,1981.81
ORD_000425,CUST_0055,2024-01-16,Electronics,East,8141.85
ORD_000426,CUST_0055,2024-04-04,Electronics,North,4826.43
ORD_000427,CUST_0055,2023-01-07,Home,South,11705.93
ORD_000428,CUST_0055,2023-01-29,Home,South,2404.36
ORD_000429,CUST_0055,2023-02-02,Grocery,North,14466.93
